id_lancamento,data,tipo,categoria,descricao,valor,id_pedido
347,2024-12-18,Receita,Logística,Reprehenderit neque quis repellat maxime.,-3247.2,
348,2025-07-22,Receita,RH,Natus quis officiis vero eaque.,4779.03,PED-91633
349,2025-09-27,Receita,Marketing,Aperiam ipsam quidem.,8733.75,
350,2025-01-16,Despesa,Tecnologia,Tempora delectus rerum eaque.,3500.95,PED-28818
351,2024-08-16,receita,Marketing,In nemo delectus.,4296.19,PED-41531
352,2025-06-24,Receita,Receita,Quod ea cupiditate.,5364.3,PED-78614
353,2025-02-26,Receita,Tecnologia,Animi dolores architecto mollitia rerum.,2881.64,
354,2025-06-18,receita,RH,Sed iusto esse quo consequatur.,-7129.31,PED-60709
355,2025-04-27,receita,Receita,Reprehenderit ex facilis.,-7675.16,PED-18855
356,2025-04-11,Receita,Receita,Perferendis odio repellendus quis nisi.,5142.09,PED-23587
357,2025-11-20,Receita,Marketing,Quaerat quis earum.,-954.02,
358,2024-10-20,Despesa,RH,Perferendis modi velit.,11616.38,
359,2025-12-03,Receita,Marketing,In laudantium et.,6320.9,
360,2024-11-04,receita,marketing,Laborum nihil facilis perferendis.,-7123.87,
361,2024-02-11,receita,Logística,Dignissimos occaecati quo consequatur enim.,2307.67,PED-81176
362,2025-05-21,receita,Marketing,Consectetur libero delectus.,7065.82,PED-35048
363,2024-07-11,receita,Marketing,Fuga ut sequi.,9315.97,PED-53506
364,2025-02-03,Receita,Logística,Eligendi corrupti ducimus.,739.03,PED-62431
365,2025-08-31,receita,Logística,Laudantium recusandae quidem.,11474.47,PED-75038
366,2024-02-26,receita,Tecnologia,Vel doloribus eveniet temporibus.,-2665.59,PED-20828
367,2024-02-12,Receita,RH,Fuga nesciunt tenetur animi at.,4049.07,PED-33652
368,2025-07-24,receita,Marketing,Quibusdam unde facere.,-6398.62,PED-96628
369,2025-05-10,receita,RH,Quidem minima ipsum ipsum.,4052.43,
370,2025-04-12,Despesa,RH,Neque vel ea repellat.,-969.06,PED-15551
371,2025-11-06,Despesa,RH,Sit occaecati delectus.,-2508.89,
372,2025-12-17,Despesa,Receita,Voluptates totam magni id nam.,124.2,
373,2024-05-23,Receita,marketing,Quae ea.,8973.39,PED-98878
374,2025-12-01,Receita,marketing,Cupiditate reiciendis.,-6655.33,PED-94562
375,2025-10-19,receita,RH,Dolore nesciunt.,10989.34,
376,2025-12-04,Despesa,RH,Neque vitae optio.,10976.47,PED-58760
377,2025-12-16,Receita,Tecnologia,Vero voluptatum similique.,-5246.1,PED-58096
378,2025-12-18,receita,Receita,Pariatur temporibus expedita.,-2426.2,
379,2024-03-07,Despesa,marketing,Dicta quam laborum.,1980.88,
380,2024-11-07,receita,Logística,Amet repellat eius.,6080.76,PED-38124
381,2025-06-04,Despesa,RH,Soluta inventore.,-3996.43,
382,2025-01-13,receita,marketing,Doloribus totam labore laborum quam.,9973.58,
383,2024-10-09,Despesa,Logística,Assumenda ipsum nihil.,5356.8,PED-18511
384,2025-04-30,receita,marketing,Eaque odit enim.,6236.18,
385,2025-01-10,receita,Tecnologia,Odit reiciendis harum quos.,-3515.17,
386,2025-08-07,Receita,RH,Cupiditate totam sit quas neque.,-7474.32,PED-82616
387,2025-02-26,receita,Tecnologia,Magnam veniam nostrum accusamus.,-5404.58,
388,2024-03-16,receita,RH,Facilis inventore temporibus.,11991.9,PED-72739
389,2024-04-16,receita,Tecnologia,Veniam dolor vitae.,-6524.99,
390,2025-10-25,receita,RH,Dolorem officia alias nostrum.,5602.18,
391,2025-07-23,Despesa,Receita,Cupiditate accusantium reprehenderit quas qui.,3755.72,PED-26912
392,2024-08-25,Despesa,Marketing,Non quibusdam ipsum.,8627.82,
393,2025-03-25,receita,marketing,Ipsam perspiciatis rerum est provident.,-4760.66,PED-39552
394,2025-06-15,Despesa,Logística,Nihil nesciunt consequuntur sit.,8918.67,
395,2025-10-25,Despesa,Tecnologia,Fugiat sequi officia.,-2510.98,PED-91922
396,2026-01-08,Despesa,Tecnologia,Et vero dolorum soluta.,-6131.43,
397,2024-09-27,Despesa,Tecnologia,Adipisci culpa molestiae temporibus autem.,-4916.11,PED-96341
398,2024-03-30,Despesa,Marketing,Sapiente atque voluptatum.,8504.73,
399,2025-07-14,Receita,Receita,Numquam rem.,7420.45,
400,2025-09-06,Despesa,RH,Aut laudantium.,4362.17,PED-13969
401,2025-10-09,Despesa,Tecnologia,Animi amet vel nulla dolorum.,-2206.57,PED-49596
402,2024-04-17,Receita,Receita,Quidem molestias maiores.,121.85,
403,2025-12-27,Despesa,Marketing,Maxime itaque.,-4838.39,PED-64476
404,2025-04-08,receita,marketing,Libero occaecati atque iure officia.,-1196.15,PED-28830
405,2025-06-17,Despesa,Logística,Voluptatum ad aliquid.,6684.0,PED-55268
406,2024-10-17,Receita,Logística,Molestiae labore nisi.,2299.6,PED-23917
407,2024-06-12,Receita,RH,Odio nulla.,-5549.56,
408,2025-09-08,Receita,Marketing,Ab natus quasi id voluptatibus.,-6987.89,PED-60351
409,2025-03-12,Receita,marketing,Sequi dolore deserunt fugiat.,8269.56,PED-85718
410,2025-12-20,Receita,marketing,Impedit aut sit rem asperiores.,1965.31,PED-77466
411,2025-09-26,receita,Logística,Aut earum alias ratione necessitatibus.,1947.41,PED-21802
412,2024-10-05,Despesa,RH,Quas suscipit ex.,11333.73,PED-38199
413,2025-07-23,Receita,Marketing,Enim laborum ut sed.,-2372.87,PED-88317
414,2025-09-21,receita,Tecnologia,Placeat animi.,-7836.45,PED-24089
415,2024-11-05,Receita,Logística,Ipsam mollitia molestiae ea.,6550.16,PED-62855
416,2024-07-05,Receita,RH,Maiores voluptates beatae sed.,-6976.85,
417,2025-01-10,receita,Tecnologia,Culpa error.,-2227.97,PED-60639
418,2024-11-17,Despesa,Logística,Perspiciatis eligendi fugit consequuntur iure.,8506.23,
419,2025-10-12,Receita,Marketing,Corporis corporis.,-121.93,PED-54444
420,2025-11-20,Receita,marketing,Aliquam sequi omnis perspiciatis nemo.,4049.26,
421,2024-12-21,Receita,Marketing,Repellat placeat reprehenderit ad.,-5259.27,PED-53652
422,2024-10-30,Despesa,RH,Aspernatur labore sit.,-5021.19,
423,2024-09-29,receita,Tecnologia,Et iste est dignissimos.,-1629.4,PED-61505
424,2024-09-18,Despesa,Logística,Ut vero.,2146.3,PED-76809
425,2025-11-05,Despesa,Tecnologia,Dolor consectetur vitae.,-2004.19,PED-12180
426,2025-12-01,receita,Receita,Voluptate eius.,-5807.91,PED-64596
427,2024-11-30,Despesa,Receita,Nemo rerum accusamus.,4585.21,PED-88238
428,2024-11-08,receita,Receita,Nam quia vitae excepturi.,7658.08,
429,2024-06-27,Despesa,Marketing,Nisi error.,3670.47,PED-32349
430,2026-01-29,Receita,Receita,Soluta eligendi optio optio.,-3156.07,
431,2025-08-05,Receita,Marketing,Facere corporis voluptates.,820.77,
432,2025-06-16,receita,Receita,Aliquid ipsa molestiae.,-3922.17,PED-75774
433,2025-08-21,Despesa,Receita,Dolorum aut officia ab dolorum.,-6754.37,
434,2026-01-04,Despesa,Logística,Doloribus eius ea molestiae.,11962.46,PED-72701
435,2024-03-26,receita,marketing,Quisquam quibusdam deleniti.,1193.27,PED-79878
436,2025-03-20,Despesa,Logística,Occaecati fuga distinctio.,5517.37,PED-99226
437,2024-11-30,Despesa,RH,Molestias et quo possimus.,-4154.72,PED-42311
438,2024-12-16,Despesa,Logística,Placeat suscipit ipsum deleniti.,-3502.66,PED-49008
439,2024-03-06,Despesa,marketing,Qui eum occaecati accusantium.,5804.8,PED-74094
440,2025-12-30,receita,Logística,Est nostrum.,3209.75,PED-45842
441,2024-07-14,Receita,Tecnologia,Ipsum dolorem minus harum.,5532.44,PED-59767
442,2025-06-25,receita,marketing,Quas esse praesentium esse.,-2190.95,
443,2025-02-03,receita,RH,Eius nulla hic.,5119.44,
444,2026-01-03,Receita,Tecnologia,Ea ea aspernatur voluptates corporis.,-2577.35,PED-83664
445,2025-08-03,Receita,Marketing,Debitis ipsum quasi.,4313.54,
446,2024-06-21,Receita,Marketing,Eaque ratione dolores iusto.,5396.68,
447,2024-04-21,Despesa,marketing,Quia dolor.,-6950.18,PED-64172
448,2024-11-20,Despesa,RH,Aperiam consequuntur praesentium asperiores.,-5989.1,
449,2025-02-22,Despesa,marketing,Doloremque ut repudiandae necessitatibus.,138.15,PED-72350
450,2024-04-13,Despesa,marketing,Ullam accusantium.,7118.22,PED-47649
451,2024-11-18,receita,Receita,Accusamus laudantium minima.,-6816.75,
452,2025-02-20,Despesa,Receita,Laudantium enim itaque sapiente doloribus.,6462.35,
453,2025-04-08,receita,marketing,Assumenda eius veritatis accusamus.,10678.45,PED-14763
454,2024-04-07,receita,marketing,Autem quidem.,10732.17,
455,2024-08-08,Receita,Logística,Magni sed iste consequuntur sapiente.,3359.24,PED-24064
456,2024-07-13,receita,RH,Modi quod.,11781.99,PED-81211
457,2024-09-20,Receita,Tecnologia,Possimus omnis.,1360.42,
458,2024-07-11,receita,marketing,Ea eius impedit reprehenderit deleniti.,6622.38,PED-94972
459,2024-07-03,Despesa,marketing,Aliquid necessitatibus.,-7718.32,PED-54185
460,2024-12-10,Despesa,Receita,Nostrum voluptas iusto.,7145.66,PED-33002
461,2024-07-29,receita,Tecnologia,Nulla natus eius saepe tempora.,-1441.47,
462,2024-06-09,Receita,marketing,Earum dolore inventore.,1549.08,
463,2025-03-21,receita,RH,Corrupti autem.,-3289.57,PED-44995
464,2024-11-20,receita,Tecnologia,Saepe sequi tempore quam odio.,6457.65,PED-11498
465,2025-09-19,Despesa,Logística,Facere impedit ut quia veritatis.,5855.37,
466,2024-04-17,receita,Logística,Quia officia magnam.,-4805.66,PED-99925
467,2025-07-08,Despesa,Marketing,Nulla modi voluptatibus aspernatur pariatur.,4774.23,PED-48671
468,2024-12-23,Despesa,marketing,Voluptas dolores natus dicta dolorum.,-3617.43,PED-27507
469,2024-07-07,Receita,RH,Quae quae dolor magni.,6954.7,PED-89395
470,2024-03-12,receita,Receita,Doloribus molestias quod.,2984.69,
471,2024-07-06,Receita,Receita,Unde corrupti iste.,7094.79,PED-20730
472,2024-02-21,Despesa,Receita,Assumenda cumque.,-764.3,
473,2024-08-24,Receita,Tecnologia,Quisquam aliquam iusto.,10057.76,
474,2025-08-13,Receita,Logística,Dolor doloribus eveniet magnam porro.,9089.72,
475,2026-01-11,Despesa,marketing,Maxime soluta praesentium illo.,6338.36,
476,2024-02-28,Despesa,RH,Suscipit nisi.,8173.84,
477,2025-12-27,Despesa,RH,Officiis nesciunt at recusandae officia.,1135.97,PED-17567
478,2025-12-06,Despesa,Logística,Voluptatum assumenda.,6465.6,PED-61897
479,2024-05-21,Receita,Receita,Harum laborum.,-3641.97,
480,2025-01-26,receita,Logística,Nulla at.,6007.7,
481,2025-08-24,Receita,RH,Id tenetur omnis quae.,-7365.3,
482,2024-09-16,Receita,Receita,Magnam minus ea aut.,11566.67,PED-94656
483,2025-05-21,receita,RH,Doloremque porro ut reiciendis possimus.,970.74,PED-59479
484,2025-06-23,Receita,Receita,Iste quod reprehenderit aspernatur.,11282.89,
485,2025-11-20,Despesa,Logística,Minima esse sit.,-5627.34,PED-80419
486,2024-11-17,Despesa,marketing,Doloribus doloremque illum consequatur voluptatum.,6557.16,
487,2024-12-26,Receita,Logística,Repudiandae inventore magnam praesentium iusto.,1260.08,PED-81361
488,2025-08-28,Despesa,RH,Suscipit maxime eius maxime.,8467.21,PED-42441
489,2024-04-18,receita,marketing,Neque reprehenderit deleniti ipsa.,-2487.01,
490,2025-07-07,Despesa,RH,Temporibus eaque possimus dolorem.,4298.46,
491,2025-04-26,Receita,Marketing,Repellat quod maxime pariatur sapiente.,-5982.07,PED-14400
492,2024-06-08,Despesa,Receita,Tempore dolorem quaerat.,6065.73,
493,2025-08-26,Despesa,Marketing,Sint dolorem est quam voluptatibus.,45.31,
494,2024-08-27,Receita,marketing,Temporibus et distinctio maiores optio.,2077.92,
495,2024-08-24,Despesa,Tecnologia,Voluptas vitae dolores vitae.,-1621.93,PED-88370
496,2025-01-26,Receita,Logística,Cupiditate labore delectus.,9525.17,
497,2024-12-08,receita,Logística,Porro unde culpa voluptatum.,-2496.92,
498,2025-03-07,Despesa,Receita,Perferendis illo.,544.01,
499,2025-07-10,receita,Receita,Odio impedit.,5426.85,PED-78742
500,2025-06-14,Despesa,RH,Reiciendis nulla delectus.,165.18,PED-49306
501,2025-05-19,Receita,Tecnologia,Provident possimus dolore.,1470.38,PED-39536
502,2025-07-31,Despesa,marketing,Quaerat sed quis ratione aliquid.,8115.52,PED-17552
503,2025-09-01,receita,Tecnologia,Quae nostrum porro debitis.,2599.84,
504,2025-07-16,receita,marketing,Totam odio occaecati facilis.,-1394.74,PED-20363
505,2025-05-07,receita,Marketing,Inventore quas ad.,2712.71,
506,2025-01-10,receita,RH,Doloribus eos dolores assumenda.,5473.44,
507,2025-03-22,Receita,marketing,Consequuntur officia distinctio at odit.,8093.01,
508,2025-07-31,receita,marketing,Nemo officiis expedita recusandae.,9389.48,PED-53642
509,2025-02-05,Receita,marketing,Optio sunt eos ad.,10743.2,PED-25376
510,2024-10-01,Receita,Receita,Facilis labore iure est.,4088.03,PED-36805
511,2025-09-19,Receita,Tecnologia,Ad reprehenderit.,-1567.7,PED-47101
512,2024-11-25,receita,Tecnologia,Ratione ea.,4974.43,PED-50425
513,2025-07-21,receita,Tecnologia,Expedita sequi esse.,9656.24,
514,2024-06-15,Despesa,RH,Doloremque nesciunt quo beatae.,7232.58,
515,2024-09-30,receita,Logística,Illum repellat provident quidem aliquid.,278.6,
516,2024-10-08,Despesa,marketing,Sapiente quidem porro magnam.,-7675.6,PED-82523
517,2024-11-15,receita,marketing,Corrupti error tempora hic sit.,-4076.16,PED-40149
518,2024-03-24,Despesa,marketing,Neque quam.,1986.03,PED-95800
519,2024-05-17,receita,RH,Suscipit rem alias.,11330.17,PED-94108
520,2025-03-19,receita,marketing,Mollitia labore ipsum atque culpa.,6655.44,
521,2025-05-24,Receita,Receita,Vitae dicta.,2930.93,
522,2024-06-12,Despesa,Marketing,Ab asperiores.,8781.37,
523,2025-04-27,Receita,RH,Aut sapiente vitae deserunt.,-5250.17,
524,2025-06-30,Receita,Receita,Sit fuga laborum tempora.,-4979.41,PED-38668
525,2025-11-26,receita,Marketing,Itaque molestiae sapiente.,4356.7,PED-97392
526,2025-08-02,Despesa,RH,Sequi aliquid facilis aperiam error.,-7685.36,PED-79758
527,2024-10-16,Receita,Marketing,Reiciendis mollitia numquam.,2588.35,PED-46010
528,2025-04-08,Receita,Tecnologia,Quae repellendus rem.,8263.14,PED-98346
529,2025-12-29,Receita,Marketing,A id possimus.,10360.98,
530,2025-12-11,Receita,marketing,Nostrum possimus ullam.,4395.62,PED-43084
531,2024-10-04,receita,RH,Numquam tempora.,-6419.62,PED-63218
532,2025-08-03,Despesa,marketing,Nam sit omnis harum.,11804.66,PED-39603
533,2024-06-21,Despesa,Marketing,Culpa quisquam alias.,5074.71,
534,2025-02-06,Receita,RH,Ab nemo.,-414.72,PED-82443
535,2025-04-04,Receita,Receita,Repellat dignissimos.,-7811.0,
536,2025-06-26,receita,RH,Sequi porro porro.,4898.14,
537,2025-12-09,Despesa,Marketing,Assumenda earum porro cupiditate.,-3404.67,PED-84289
538,2025-09-14,receita,Marketing,Odio consequatur impedit sequi.,10483.19,PED-99709
539,2024-02-13,Despesa,Tecnologia,Ex voluptate voluptas eius.,5162.18,PED-33508
540,2024-05-15,Receita,marketing,Sint accusamus enim.,3740.72,
541,2024-05-01,receita,marketing,Perferendis id corrupti laborum.,3279.16,PED-84277
542,2024-03-05,Despesa,Tecnologia,Aliquam beatae corporis.,-1365.4,
543,2024-12-31,Despesa,Receita,Excepturi repellat itaque neque.,11486.47,
544,2026-01-01,receita,marketing,Consequuntur praesentium maxime.,8773.49,PED-54642
545,2025-10-22,receita,Marketing,Enim nesciunt corporis.,4682.46,PED-69054
546,2025-12-25,Receita,Logística,Fugiat aspernatur.,3060.75,PED-59207
547,2025-05-12,Receita,Receita,Nihil veritatis pariatur facilis.,3717.5,
548,2024-08-25,Despesa,Logística,Blanditiis fuga fuga.,7961.1,
549,2026-01-05,receita,marketing,Aspernatur cum nesciunt velit harum.,-400.0,
550,2024-12-30,Despesa,RH,Minima sint iure ipsam repellendus.,-1666.44,
551,2025-07-03,Receita,Logística,Non soluta doloremque.,894.72,
552,2025-09-23,Receita,Marketing,Inventore quas animi.,-4252.16,PED-68830
553,2024-03-31,Receita,Marketing,Natus doloremque tenetur incidunt perspiciatis.,-6207.62,
554,2025-08-14,Despesa,Tecnologia,Dolores itaque cupiditate.,7688.77,
555,2024-09-24,receita,RH,Neque consequatur sapiente molestias.,-244.01,
556,2025-06-11,Despesa,Tecnologia,Eos doloremque recusandae.,-4608.34,
557,2025-11-28,Receita,Logística,Corporis quibusdam nobis.,-1977.37,
558,2025-01-07,Receita,marketing,Eligendi a veniam commodi.,693.53,PED-65194
559,2025-04-28,receita,Marketing,Suscipit tempore consequatur ex.,-777.5,PED-42321
560,2025-05-10,Despesa,Tecnologia,Dignissimos nesciunt sed quos voluptates.,-4089.04,
561,2025-11-07,receita,Marketing,Mollitia fuga qui laboriosam.,10976.47,PED-53544
562,2024-05-09,receita,RH,Nesciunt ea itaque.,-1305.28,
563,2024-08-28,receita,Logística,Repellat quis consectetur.,4064.23,PED-36326
564,2025-12-09,receita,marketing,Quia assumenda modi.,11291.49,PED-51830
565,2025-04-24,Despesa,Receita,Laborum quia et.,4658.05,
566,2025-11-02,receita,RH,Rem aliquid.,-2394.0,PED-61502
567,2024-10-10,Receita,Tecnologia,Consequuntur minima blanditiis architecto.,-4004.0,
568,2024-11-18,Despesa,Tecnologia,Exercitationem fugiat.,-7461.68,
569,2025-10-08,receita,Logística,Et repudiandae molestias.,8625.64,PED-19064
570,2025-03-12,Despesa,RH,Est sapiente delectus odio.,-5216.42,
571,2024-08-21,receita,Receita,Ipsa illum.,-4917.14,PED-65460
572,2025-06-22,Receita,RH,Delectus cupiditate incidunt facilis.,11814.01,PED-72814
573,2024-09-14,Despesa,Tecnologia,Corrupti illo earum.,10469.92,
574,2025-04-10,receita,Receita,Beatae consequuntur dolore alias.,9910.03,
575,2024-07-10,Receita,marketing,Commodi quod nostrum.,5152.03,
576,2025-10-19,Despesa,Tecnologia,Quam recusandae quasi ipsum.,-7114.07,PED-94545
577,2024-06-18,receita,RH,Ratione reiciendis.,-5881.11,PED-22924
578,2025-09-28,Receita,Tecnologia,Voluptatibus inventore dignissimos enim.,6937.06,
579,2025-09-20,receita,Logística,Minima cumque doloribus nostrum non.,-177.32,
580,2024-07-08,receita,Marketing,Porro ad deleniti repudiandae.,1655.42,PED-48722
581,2025-07-01,Receita,Marketing,Modi aut.,8626.35,PED-28569
582,2024-04-29,receita,Logística,Ducimus magnam itaque.,1106.65,PED-37114
583,2024-11-17,receita,RH,Repudiandae eum labore.,-6047.54,PED-69303
584,2024-11-26,Receita,Logística,Cumque explicabo repudiandae eos.,-7106.34,
585,2025-02-18,receita,Receita,Molestiae perspiciatis minima.,-5812.75,
586,2025-06-06,Despesa,marketing,Eos vero explicabo saepe molestiae.,3038.21,PED-53383
587,2024-11-29,receita,marketing,Dolorem dicta esse alias.,7955.12,
588,2024-10-18,Receita,Receita,Eius eum aspernatur.,5146.16,
589,2024-07-14,Despesa,Tecnologia,Sint animi enim.,9661.95,PED-68926
590,2024-05-23,receita,Marketing,Corrupti quaerat magnam a.,6094.71,PED-36972
591,2025-09-27,Despesa,Marketing,Aperiam dolor repellendus.,3546.96,
592,2024-04-28,receita,Logística,Similique libero corporis aspernatur mollitia.,-4058.51,PED-24936
593,2024-04-17,Despesa,RH,Eveniet unde sunt possimus.,2554.3,PED-93769
594,2025-09-12,Despesa,RH,Distinctio magnam iure fugit repudiandae.,4226.17,
595,2025-11-01,receita,Logística,Beatae libero beatae veritatis.,8910.36,
596,2024-12-10,Despesa,Receita,Nesciunt adipisci neque placeat expedita.,8012.27,
597,2024-11-13,Despesa,marketing,Maxime consectetur animi.,-1736.29,PED-41270
598,2024-09-21,Receita,marketing,Sint quo hic.,-533.88,PED-28528
599,2026-01-28,receita,Tecnologia,Molestiae possimus accusantium molestiae.,-5242.65,PED-60293
600,2025-12-27,Receita,RH,Fugit soluta amet.,4710.03,
601,2024-07-15,Despesa,marketing,Quidem odio tempora tenetur quam.,1792.84,
602,2024-03-26,receita,RH,Aut numquam quaerat et.,4388.2,
603,2024-03-21,receita,marketing,Libero ab ex.,-4097.43,PED-60324
604,2024-04-09,receita,Receita,Facere quidem optio.,1834.52,PED-68176
605,2025-04-28,Receita,Marketing,Itaque nam distinctio corrupti.,3307.96,PED-38905
606,2024-08-03,Receita,Logística,Architecto eos animi consectetur.,-3503.13,
607,2024-09-19,receita,Tecnologia,Nisi cupiditate quam occaecati doloribus.,6850.37,
608,2025-02-14,Despesa,Marketing,Quibusdam quis quisquam vitae.,-2642.22,PED-81186
609,2025-10-26,Despesa,Marketing,Molestiae omnis.,7200.08,
610,2024-05-22,receita,Marketing,Ipsum dignissimos a.,6719.77,
611,2025-10-20,receita,Marketing,Sapiente eos sint id.,994.65,
612,2024-07-01,receita,Marketing,Illo vero tempora.,7512.63,
613,2025-12-23,Despesa,Tecnologia,Maiores blanditiis tempora provident.,5782.67,PED-89988
614,2025-12-27,Receita,Tecnologia,Eveniet atque hic nostrum.,-5215.3,
615,2025-09-08,Receita,Tecnologia,Voluptatem nobis.,-983.69,
616,2024-07-12,receita,Receita,Necessitatibus est exercitationem odit.,-2147.31,PED-85069
617,2024-11-04,Despesa,Receita,Eius occaecati exercitationem.,8303.62,PED-27771
