id_entrega,id_pedido,data_envio,data_prevista,data_entregue,transportadora,custo_frete_real,tentativas
352,PED-30701,2025-03-20,2025-03-22,2025-03-26,Total Express,94.18,4
353,PED-36143,2024-04-19,2024-04-28,2024-05-04,Jadlog,50.39,1
354,PED-85252,2025-01-21,2025-01-24,2025-01-30,correios,78.64,1
355,PED-33040,2025-06-01,2025-06-05,2025-06-07,Correios,139.63,4
356,PED-47941,2025-12-02,2025-12-11,2025-12-09,Correios,9.22,1
357,PED-69552,2024-02-14,2024-02-21,2024-02-21,Total Express,125.38,2
358,PED-45761,2024-02-26,2024-03-07,2024-03-10,correios,114.76,3
359,PED-94972,2026-01-02,2026-01-06,2026-01-09,Jadlog,102.85,1
360,PED-84420,2025-07-09,2025-07-16,2025-07-16,correios,31.17,4
361,PED-52982,2026-01-29,2026-02-06,2026-02-10,Correios,60.91,1
362,PED-72580,2024-09-27,2024-10-01,2024-09-29,Jadlog,131.53,1
363,PED-40870,2025-12-10,2025-12-16,2025-12-18,Total Express,107.5,3
364,PED-85088,2024-10-06,2024-10-12,2024-10-17,Correios,42.53,3
365,PED-97528,2024-10-13,2024-10-18,2024-10-14,Correios,69.43,2
366,PED-75866,2026-01-03,2026-01-11,2026-01-17,Jadlog,99.12,3
367,PED-38947,2024-08-24,2024-08-31,2024-09-05,correios,134.37,4
368,PED-89395,2024-12-18,2024-12-22,2024-12-25,Jadlog,62.89,4
369,PED-38627,2025-11-11,2025-11-21,2025-11-27,correios,97.81,1
370,PED-79228,2024-04-24,2024-05-04,2024-05-07,Jadlog,18.31,1
371,PED-76255,2024-03-13,2024-03-15,2024-03-19,correios,83.6,2
372,PED-78202,2024-05-14,2024-05-18,2024-05-19,Total Express,23.34,2
373,PED-21919,2024-02-14,2024-02-25,2024-02-28,Total Express,114.75,4
374,PED-64450,2024-07-24,2024-07-28,2024-08-01,Total Express,82.44,4
375,PED-12853,2024-05-27,2024-06-08,2024-06-08,Total Express,41.59,1
376,PED-19572,2025-01-02,2025-01-07,2025-01-12,Correios,63.93,1
377,PED-19046,2025-11-09,2025-11-19,2025-11-15,Total Express,12.19,4
378,PED-94085,2025-01-21,2025-01-25,2025-01-23,Total Express,57.43,4
379,PED-59236,2024-08-14,2024-08-23,2024-08-25,Correios,98.12,2
380,PED-25549,2025-02-06,2025-02-18,2025-02-19,correios,139.06,4
381,PED-39188,2024-11-14,2024-11-24,2024-11-22,Correios,107.82,3
382,PED-81361,2026-01-08,2026-01-17,2026-01-23,Total Express,78.22,2
383,PED-55371,2024-07-13,2024-07-18,2024-07-21,correios,44.39,1
384,PED-64950,2024-10-20,2024-10-22,2024-10-28,Correios,39.77,1
385,PED-14400,2025-06-26,2025-06-29,2025-07-04,Total Express,86.91,1
386,PED-62725,2025-08-13,2025-08-18,2025-08-14,Total Express,38.93,2
387,PED-76046,2025-08-05,2025-08-07,2025-08-05,Jadlog,38.91,3
388,PED-98150,2024-10-07,2024-10-18,2024-10-23,Jadlog,39.27,2
389,PED-38972,2025-03-23,2025-04-04,2025-04-08,Total Express,47.67,1
390,PED-32955,2025-09-21,2025-10-01,2025-10-06,Total Express,81.37,1
391,PED-97994,2024-09-03,2024-09-10,2024-09-16,Total Express,111.73,3
392,PED-29558,2025-03-16,2025-03-24,2025-03-26,Jadlog,57.69,4
393,PED-49418,2024-02-11,2024-02-16,2024-02-15,correios,114.36,1
394,PED-64592,2024-02-07,2024-02-17,2024-02-19,correios,59.27,3
395,PED-94765,2024-10-07,2024-10-12,2024-10-13,Correios,129.73,3
396,PED-34966,2024-11-30,2024-12-03,2024-12-07,Correios,43.44,1
397,PED-87015,2024-07-22,2024-07-25,2024-07-24,correios,71.28,3
398,PED-37762,2024-11-17,2024-11-23,2024-11-19,correios,134.99,1
399,PED-89220,2025-09-19,2025-09-28,2025-09-27,correios,60.36,2
400,PED-47101,2025-11-22,2025-12-02,2025-12-03,Total Express,69.55,3
401,PED-57139,2026-01-30,2026-02-05,2026-02-05,Total Express,69.51,4
402,PED-58589,2024-03-04,2024-03-11,2024-03-10,Jadlog,62.64,2
403,PED-44180,2025-02-07,2025-02-11,2025-02-07,Total Express,46.97,2
404,PED-59786,2024-10-22,2024-10-29,2024-10-28,correios,73.91,3
405,PED-94108,2025-01-14,2025-01-20,2025-01-23,Total Express,68.83,3
406,PED-81636,2024-03-13,2024-03-17,2024-03-15,Total Express,32.29,1
407,PED-19742,2024-02-08,2024-02-18,2024-02-14,Correios,108.89,4
408,PED-40334,2024-04-16,2024-04-20,2024-04-26,Correios,101.35,1
409,PED-69770,2025-01-07,2025-01-12,2025-01-16,Jadlog,15.98,4
410,PED-12061,2024-07-06,2024-07-18,2024-07-21,Correios,78.25,4
411,PED-79391,2024-10-01,2024-10-03,2024-09-29,Jadlog,78.72,3
412,PED-98346,2024-11-01,2024-11-03,2024-11-07,Total Express,114.41,2
413,PED-78732,2024-03-26,2024-03-29,2024-03-26,correios,39.81,3
414,PED-62022,2025-07-18,2025-07-25,2025-07-25,Correios,57.24,4
415,PED-41877,2024-03-10,2024-03-19,2024-03-24,correios,47.6,1
416,PED-14152,2024-11-05,2024-11-17,2024-11-23,Correios,61.5,4
417,PED-17355,2024-06-15,2024-06-25,2024-06-28,Correios,100.78,1
418,PED-94529,2024-03-22,2024-03-31,2024-04-02,Jadlog,82.69,1
419,PED-40115,2025-01-29,2025-02-08,2025-02-04,correios,126.97,4
420,PED-19744,2024-04-05,2024-04-11,2024-04-07,Jadlog,126.71,1
421,PED-12052,2024-03-02,2024-03-06,2024-03-07,correios,85.49,4
422,PED-31292,2024-05-09,2024-05-12,2024-05-12,correios,82.8,4
423,PED-53480,2025-02-20,2025-03-04,2025-03-08,Total Express,107.74,2
424,PED-55332,2025-01-28,2025-01-31,2025-02-04,Correios,20.89,2
425,PED-89320,2024-12-15,2024-12-18,2024-12-19,Total Express,135.9,3
426,PED-45825,2024-06-17,2024-06-19,2024-06-25,Total Express,72.76,3
427,PED-66603,2024-06-16,2024-06-26,2024-06-28,correios,97.72,4
428,PED-48715,2024-12-21,2024-12-24,2024-12-29,correios,102.13,1
429,PED-59807,2025-06-15,2025-06-21,2025-06-19,correios,105.63,3
430,PED-21995,2026-01-26,2026-02-02,2026-01-30,Correios,132.47,4
431,PED-23399,2024-12-30,2025-01-06,2025-01-06,correios,19.52,4
432,PED-82710,2024-05-13,2024-05-22,2024-05-26,Total Express,21.63,1
433,PED-22198,2025-08-25,2025-09-01,2025-09-05,Jadlog,122.01,1
434,PED-60829,2025-03-10,2025-03-16,2025-03-18,Correios,103.68,2
435,PED-32227,2024-03-06,2024-03-17,2024-03-21,Total Express,30.37,3
436,PED-74634,2024-12-22,2024-12-28,2024-12-28,correios,16.35,4
437,PED-49289,2025-01-06,2025-01-12,2025-01-14,Total Express,111.31,3
438,PED-91924,2024-07-04,2024-07-10,2024-07-09,Total Express,86.38,2
439,PED-27758,2026-01-30,2026-02-08,2026-02-05,Jadlog,8.89,4
440,PED-59792,2025-09-07,2025-09-14,2025-09-19,Jadlog,66.11,4
441,PED-27842,2025-02-19,2025-03-03,2025-03-08,Jadlog,50.33,2
442,PED-33283,2024-08-18,2024-08-27,2024-08-28,Total Express,135.87,3
443,PED-85481,2024-04-30,2024-05-12,2024-05-15,correios,51.02,3
444,PED-24927,2024-05-22,2024-05-30,2024-05-31,correios,86.17,2
445,PED-13527,2024-03-11,2024-03-23,2024-03-27,Total Express,132.47,2
446,PED-19064,2025-05-29,2025-06-07,2025-06-07,Total Express,96.83,2
447,PED-41722,2025-10-06,2025-10-18,2025-10-18,Jadlog,94.94,4
448,PED-68860,2025-10-30,2025-11-07,2025-11-04,Total Express,84.86,4
449,PED-57124,2025-04-15,2025-04-25,2025-04-21,Correios,22.44,2
450,PED-56531,2026-01-19,2026-01-31,2026-02-06,correios,93.4,1
451,PED-98797,2024-08-21,2024-09-01,2024-09-07,Total Express,135.62,3
452,PED-11382,2025-10-20,2025-10-28,2025-10-25,Correios,42.15,2
453,PED-61266,2025-07-09,2025-07-18,2025-07-19,Total Express,109.95,2
454,PED-73277,2025-02-14,2025-02-21,2025-02-17,Correios,47.0,1
455,PED-55656,2024-04-08,2024-04-11,2024-04-09,Jadlog,53.28,2
456,PED-55652,2025-02-26,2025-03-08,2025-03-11,Total Express,20.89,4
457,PED-49356,2024-08-10,2024-08-17,2024-08-14,Correios,114.94,1
458,PED-94930,2025-03-01,2025-03-03,2025-03-04,Correios,97.38,2
459,PED-32865,2024-02-08,2024-02-13,2024-02-17,correios,51.69,4
460,PED-63090,2024-05-29,2024-06-07,2024-06-06,correios,32.6,4
461,PED-90492,2025-09-17,2025-09-25,2025-09-21,correios,67.34,4
462,PED-38153,2025-07-14,2025-07-22,2025-07-18,correios,44.74,1
463,PED-80371,2024-08-07,2024-08-18,2024-08-15,correios,56.28,2
464,PED-44387,2025-04-02,2025-04-11,2025-04-08,Total Express,77.66,3
465,PED-90125,2025-04-28,2025-05-09,2025-05-11,Total Express,85.48,3
466,PED-90918,2025-06-27,2025-07-04,2025-07-07,correios,115.41,3
467,PED-21108,2025-01-20,2025-01-31,2025-02-05,correios,49.34,2
468,PED-33992,2025-07-09,2025-07-15,2025-07-12,Jadlog,99.53,4
469,PED-28070,2024-08-03,2024-08-11,2024-08-16,Total Express,63.84,4
470,PED-94575,2024-10-15,2024-10-27,2024-10-31,correios,81.25,4
471,PED-34523,2025-12-03,2025-12-09,2025-12-07,Jadlog,119.14,1
472,PED-73518,2024-09-26,2024-10-03,2024-09-29,correios,33.76,4
473,PED-95599,2025-09-22,2025-10-02,2025-10-06,Total Express,62.01,4
474,PED-74054,2024-08-18,2024-08-26,2024-08-29,correios,18.91,1
475,PED-14285,2024-10-02,2024-10-07,2024-10-07,Jadlog,37.68,3
476,PED-84140,2024-12-31,2025-01-04,2025-01-07,Total Express,80.56,1
477,PED-45112,2024-02-13,2024-02-24,2024-02-21,Jadlog,79.55,1
478,PED-38644,2024-05-05,2024-05-14,2024-05-18,Total Express,21.52,2
479,PED-68947,2025-09-26,2025-10-02,2025-09-28,Jadlog,54.01,1
480,PED-41056,2024-05-09,2024-05-18,2024-05-15,correios,115.01,3
481,PED-66120,2025-11-29,2025-12-10,2025-12-16,correios,89.33,2
482,PED-84720,2024-07-22,2024-07-27,2024-07-23,Jadlog,78.26,2
483,PED-47923,2024-12-25,2025-01-01,2025-01-01,Jadlog,133.72,1
484,PED-17770,2025-02-15,2025-02-19,2025-02-21,Jadlog,122.45,2
485,PED-29168,2025-06-04,2025-06-08,2025-06-07,Jadlog,117.36,4
486,PED-85684,2024-06-06,2024-06-15,2024-06-13,Jadlog,90.87,4
487,PED-93050,2024-11-30,2024-12-09,2024-12-06,Correios,61.18,3
488,PED-73968,2024-12-23,2024-12-30,2025-01-02,Jadlog,84.82,1
489,PED-97050,2024-09-25,2024-10-04,2024-10-10,Jadlog,120.21,4
490,PED-37767,2024-08-15,2024-08-20,2024-08-22,Total Express,43.45,3
491,PED-85750,2024-09-28,2024-10-05,2024-10-09,correios,82.73,4
492,PED-16345,2024-04-29,2024-05-06,2024-05-12,Correios,21.14,4
493,PED-30707,2024-10-16,2024-10-18,2024-10-15,Total Express,68.26,4
494,PED-95196,2024-02-15,2024-02-20,2024-02-18,Jadlog,28.99,3
495,PED-57242,2024-04-11,2024-04-14,2024-04-20,Jadlog,18.88,2
496,PED-91999,2024-11-30,2024-12-02,2024-12-04,Jadlog,103.83,2
497,PED-21953,2025-03-01,2025-03-09,2025-03-15,Correios,8.14,4
498,PED-87814,2025-05-18,2025-05-21,2025-05-19,correios,76.57,4
499,PED-55032,2026-01-30,2026-02-01,2026-01-28,Correios,138.44,4
500,PED-19283,2024-09-05,2024-09-09,2024-09-12,correios,58.57,1
501,PED-58177,2024-06-27,2024-06-30,2024-07-01,Jadlog,26.1,2
502,PED-28724,2025-02-25,2025-03-09,2025-03-15,Correios,78.03,1
503,PED-31511,2024-07-11,2024-07-22,2024-07-28,Total Express,54.36,2
504,PED-63963,2024-08-04,2024-08-16,2024-08-14,Total Express,121.52,1
505,PED-26142,2024-12-17,2024-12-20,2024-12-18,Total Express,54.4,4
506,PED-42477,2024-08-24,2024-08-31,2024-08-29,Jadlog,93.09,2
507,PED-88644,2024-11-16,2024-11-26,2024-12-01,Jadlog,110.82,1
508,PED-36928,2024-06-03,2024-06-15,2024-06-15,correios,106.72,3
509,PED-41370,2024-10-10,2024-10-22,2024-10-18,Total Express,58.94,2
510,PED-87847,2024-08-31,2024-09-09,2024-09-15,Correios,77.73,1
511,PED-27299,2024-10-23,2024-10-30,2024-10-31,Total Express,121.63,4
512,PED-99514,2024-07-17,2024-07-24,2024-07-28,correios,108.68,1
513,PED-18851,2025-05-01,2025-05-03,2025-05-08,Correios,42.61,1
514,PED-76402,2025-08-03,2025-08-05,2025-08-07,Jadlog,90.97,4
515,PED-20803,2024-06-17,2024-06-25,2024-06-27,correios,44.63,3
516,PED-36633,2024-03-05,2024-03-08,2024-03-12,correios,78.8,4
517,PED-95175,2025-12-26,2026-01-06,2026-01-12,Correios,48.94,4
518,PED-42044,2025-04-07,2025-04-12,2025-04-08,Correios,130.05,1
519,PED-89800,2024-10-31,2024-11-09,2024-11-14,Correios,48.83,2
520,PED-27984,2025-12-18,2025-12-21,2025-12-17,Correios,29.63,3
521,PED-43980,2024-09-21,2024-10-01,2024-10-05,correios,57.09,3
522,PED-53910,2024-10-02,2024-10-05,2024-10-01,Total Express,43.9,1
523,PED-92251,2024-04-08,2024-04-14,2024-04-19,Correios,73.49,3
524,PED-84302,2024-03-21,2024-03-23,2024-03-26,correios,56.53,3
525,PED-98358,2025-04-26,2025-04-29,2025-05-04,Correios,38.15,1
526,PED-42053,2024-12-01,2024-12-03,2024-11-29,Correios,70.27,4
527,PED-14635,2025-05-13,2025-05-17,2025-05-15,Total Express,37.64,2
528,PED-45554,2025-01-01,2025-01-09,2025-01-10,Correios,83.44,1
529,PED-16903,2025-01-22,2025-02-01,2025-02-07,correios,37.46,1
530,PED-70960,2025-08-27,2025-09-04,2025-09-01,Jadlog,110.11,3
531,PED-82494,2024-02-21,2024-02-28,2024-02-25,Total Express,9.05,2
532,PED-49834,2025-04-09,2025-04-15,2025-04-20,correios,69.24,4
533,PED-42129,2024-02-10,2024-02-15,2024-02-19,correios,8.84,4
534,PED-80981,2024-08-03,2024-08-05,2024-08-04,Jadlog,91.94,1
535,PED-96154,2025-03-15,2025-03-22,2025-03-18,Total Express,120.07,3
536,PED-79443,2025-03-26,2025-03-29,2025-03-28,correios,63.42,1
537,PED-22193,2025-07-04,2025-07-08,2025-07-08,Correios,129.61,4
538,PED-21128,2026-01-08,2026-01-15,2026-01-18,Correios,74.72,4
539,PED-84425,2025-05-16,2025-05-19,2025-05-24,Correios,65.42,2
540,PED-44208,2025-06-19,2025-06-24,2025-06-24,Jadlog,130.24,4
541,PED-69343,2025-05-25,2025-06-01,2025-06-02,Jadlog,38.84,2
542,PED-24283,2025-08-25,2025-08-29,2025-09-03,correios,21.95,4
543,PED-63282,2024-02-10,2024-02-19,2024-02-20,Correios,78.74,2
544,PED-70731,2024-05-08,2024-05-17,2024-05-17,Jadlog,120.53,1
545,PED-49874,2025-06-08,2025-06-12,2025-06-18,Correios,36.38,3
546,PED-42534,2024-07-21,2024-07-25,2024-07-22,Jadlog,60.3,1
547,PED-44100,2026-01-03,2026-01-15,2026-01-15,correios,12.1,4
548,PED-82105,2025-08-19,2025-08-28,2025-09-01,correios,20.5,1
549,PED-11567,2026-01-26,2026-01-30,2026-01-27,Correios,117.61,2
550,PED-62505,2025-08-06,2025-08-10,2025-08-09,Jadlog,98.59,1
551,PED-43924,2024-04-10,2024-04-21,2024-04-26,Correios,10.88,1
552,PED-68121,2025-01-04,2025-01-09,2025-01-15,correios,20.14,3
553,PED-70423,2024-07-16,2024-07-19,2024-07-15,Correios,30.17,4
554,PED-13864,2025-02-15,2025-02-23,2025-02-26,Total Express,98.18,2
555,PED-34530,2025-07-27,2025-08-03,2025-08-02,Jadlog,44.94,2
556,PED-91156,2024-05-24,2024-05-26,2024-05-31,correios,93.44,4
557,PED-72787,2025-05-29,2025-06-06,2025-06-10,Correios,19.58,4
558,PED-36143,2025-11-20,2025-11-24,2025-11-26,correios,91.26,1
559,PED-72873,2024-05-16,2024-05-24,2024-05-25,Total Express,53.41,3
560,PED-33568,2025-04-20,2025-04-28,2025-04-28,Correios,50.09,2
561,PED-17679,2024-06-04,2024-06-06,2024-06-06,Total Express,77.89,2
562,PED-42487,2024-08-04,2024-08-08,2024-08-05,correios,43.18,1
563,PED-60911,2025-07-26,2025-07-31,2025-08-05,Jadlog,131.45,2
564,PED-87662,2025-07-14,2025-07-18,2025-07-17,Jadlog,114.42,3
565,PED-56095,2024-03-15,2024-03-26,2024-03-22,correios,82.33,2
566,PED-50508,2024-03-22,2024-03-31,2024-04-04,correios,72.74,1
567,PED-88861,2024-10-25,2024-10-27,2024-10-26,correios,10.63,4
568,PED-90495,2025-10-28,2025-10-30,2025-10-31,correios,114.45,3
569,PED-17806,2024-04-28,2024-05-02,2024-05-03,Correios,27.5,2
570,PED-57826,2025-04-15,2025-04-18,2025-04-22,Correios,57.31,4
571,PED-54113,2025-11-27,2025-12-08,2025-12-05,Jadlog,50.58,2
572,PED-73858,2024-03-04,2024-03-12,2024-03-18,Jadlog,30.99,3
573,PED-87194,2024-03-09,2024-03-14,2024-03-20,correios,57.95,3
574,PED-10235,2025-12-07,2025-12-11,2025-12-09,Total Express,120.3,1
575,PED-51709,2025-04-25,2025-04-29,2025-05-04,correios,92.43,1
576,PED-53406,2024-07-11,2024-07-20,2024-07-18,Correios,39.42,3
577,PED-21629,2025-07-27,2025-07-31,2025-08-06,Jadlog,66.96,3
578,PED-18885,2024-02-14,2024-02-19,2024-02-18,Jadlog,41.88,1
579,PED-60585,2025-06-18,2025-06-20,2025-06-16,Total Express,104.7,2
580,PED-59638,2025-07-31,2025-08-08,2025-08-11,Jadlog,80.08,1
581,PED-95323,2025-12-09,2025-12-18,2025-12-23,correios,29.47,1
582,PED-12631,2024-07-25,2024-07-27,2024-07-27,Jadlog,42.47,1
583,PED-32296,2026-01-01,2026-01-04,2026-01-05,Total Express,29.24,1
584,PED-54295,2024-03-18,2024-03-28,2024-03-25,Total Express,100.99,4
585,PED-89602,2024-12-04,2024-12-16,2024-12-14,Total Express,28.74,1
586,PED-34901,2024-05-14,2024-05-21,2024-05-20,Total Express,100.03,3
587,PED-48980,2024-08-15,2024-08-27,2024-08-27,correios,20.66,4
588,PED-74349,2025-08-07,2025-08-18,2025-08-22,correios,15.19,1
589,PED-48607,2024-08-05,2024-08-13,2024-08-10,Total Express,34.36,1
590,PED-93648,2024-06-22,2024-06-27,2024-06-25,Jadlog,136.97,4
591,PED-62096,2024-07-22,2024-07-25,2024-07-25,Total Express,72.56,3
592,PED-81319,2025-10-08,2025-10-11,2025-10-17,Total Express,32.4,4
593,PED-68428,2025-07-14,2025-07-21,2025-07-19,Correios,42.76,4
594,PED-45200,2024-04-15,2024-04-21,2024-04-20,Correios,27.95,1
595,PED-55061,2024-06-27,2024-06-30,2024-07-06,Total Express,136.13,2
596,PED-60738,2024-03-25,2024-04-04,2024-03-31,Total Express,135.46,4
597,PED-72424,2025-06-12,2025-06-23,2025-06-22,Jadlog,18.42,1
598,PED-77740,2025-10-31,2025-11-10,2025-11-15,correios,23.88,4
599,PED-37772,2025-12-30,2026-01-03,2026-01-01,correios,24.66,4
600,PED-67067,2024-06-10,2024-06-13,2024-06-19,correios,139.64,2
601,PED-51910,2025-08-01,2025-08-12,2025-08-12,Correios,19.49,4
602,PED-46202,2024-12-06,2024-12-16,2024-12-17,Total Express,129.07,1
603,PED-78493,2024-11-18,2024-11-29,2024-12-04,Total Express,22.85,2
604,PED-87061,2024-02-09,2024-02-13,2024-02-18,Correios,130.09,1
605,PED-55071,2025-05-04,2025-05-10,2025-05-14,Total Express,42.87,4
606,PED-72003,2024-12-16,2024-12-27,2025-01-01,Correios,30.73,4
607,PED-89777,2024-06-10,2024-06-14,2024-06-19,Total Express,13.12,3
608,PED-72287,2024-06-11,2024-06-16,2024-06-12,Jadlog,126.41,1
609,PED-50756,2025-11-26,2025-12-03,2025-12-03,Jadlog,119.26,1
610,PED-49384,2025-06-24,2025-06-29,2025-06-27,Total Express,110.17,3
611,PED-89295,2025-02-20,2025-02-26,2025-02-28,Correios,32.81,2
612,PED-77698,2026-01-31,2026-02-08,2026-02-11,Jadlog,116.37,2
613,PED-76426,2024-03-08,2024-03-11,2024-03-11,Total Express,25.91,1
614,PED-36309,2024-04-29,2024-05-03,2024-05-02,Correios,40.93,4
615,PED-36097,2024-06-08,2024-06-10,2024-06-11,Jadlog,56.62,4
616,PED-93284,2025-05-26,2025-06-05,2025-06-07,Correios,97.92,2
617,PED-87862,2024-08-06,2024-08-13,2024-08-16,Total Express,31.44,4
618,PED-55843,2025-07-03,2025-07-14,2025-07-18,Jadlog,29.58,3
619,PED-13597,2024-11-02,2024-11-05,2024-11-05,Total Express,14.55,2
620,PED-39505,2024-10-12,2024-10-17,2024-10-23,correios,43.52,4
621,PED-99417,2024-06-21,2024-07-01,2024-06-27,Correios,70.58,2
622,PED-88792,2024-09-05,2024-09-17,2024-09-15,Correios,37.54,3
623,PED-65549,2025-04-15,2025-04-27,2025-04-27,Total Express,120.41,4
624,PED-71171,2026-01-31,2026-02-06,2026-02-05,Jadlog,97.39,4
625,PED-10963,2024-09-03,2024-09-14,2024-09-11,Jadlog,82.11,3
626,PED-24169,2024-03-31,2024-04-06,2024-04-12,Total Express,16.43,3
627,PED-46291,2024-07-21,2024-08-02,2024-08-03,Jadlog,94.61,3
628,PED-77802,2024-11-27,2024-12-02,2024-11-30,correios,126.76,4
629,PED-99228,2024-09-23,2024-10-05,2024-10-06,correios,103.21,4
630,PED-64862,2025-02-12,2025-02-18,2025-02-18,Total Express,59.25,1
631,PED-34892,2025-02-14,2025-02-25,2025-03-02,Jadlog,103.9,2
632,PED-93665,2024-05-12,2024-05-24,2024-05-28,Total Express,127.66,3
633,PED-32280,2025-08-16,2025-08-26,2025-08-26,correios,46.78,4
634,PED-83273,2025-08-31,2025-09-04,2025-09-04,correios,132.99,3
635,PED-39131,2025-05-23,2025-06-04,2025-06-01,Jadlog,37.48,3
636,PED-58717,2024-05-18,2024-05-26,2024-05-27,Jadlog,85.3,4
637,PED-17035,2024-04-27,2024-04-30,2024-05-03,Correios,70.33,2
638,PED-99220,2024-11-30,2024-12-10,2024-12-07,Total Express,77.94,4
639,PED-28004,2025-12-21,2025-12-23,2025-12-21,correios,53.23,4
640,PED-33639,2024-12-20,2024-12-24,2024-12-25,Correios,72.36,2
641,PED-17603,2025-10-17,2025-10-24,2025-10-30,Correios,67.67,2
642,PED-30766,2025-08-11,2025-08-15,2025-08-20,Total Express,111.65,1
643,PED-66847,2025-01-30,2025-02-03,2025-02-08,Total Express,61.25,4
644,PED-14944,2025-11-27,2025-12-05,2025-12-01,correios,104.45,1
645,PED-34979,2025-06-10,2025-06-17,2025-06-21,Correios,97.33,2
646,PED-50906,2025-04-24,2025-04-29,2025-04-30,correios,21.56,3
647,PED-15992,2024-06-20,2024-06-24,2024-06-21,Jadlog,133.2,4
648,PED-78697,2025-06-03,2025-06-13,2025-06-18,Jadlog,65.24,2
649,PED-57087,2024-04-14,2024-04-21,2024-04-24,correios,29.76,4
650,PED-39402,2025-07-04,2025-07-06,2025-07-05,correios,35.88,1
651,PED-32149,2025-03-25,2025-04-05,2025-04-09,Correios,56.39,1
652,PED-43526,2025-11-08,2025-11-16,2025-11-22,Correios,86.4,1
653,PED-95664,2024-12-19,2024-12-31,2024-12-28,Correios,14.37,1
654,PED-59840,2024-06-02,2024-06-10,2024-06-13,Correios,80.24,4
655,PED-99881,2024-11-09,2024-11-13,2024-11-12,Correios,47.75,1
656,PED-45386,2024-02-12,2024-02-24,2024-02-28,correios,63.28,1
657,PED-25431,2024-03-01,2024-03-11,2024-03-16,Jadlog,23.05,1
658,PED-89823,2025-06-30,2025-07-09,2025-07-08,correios,110.69,2
659,PED-48712,2025-12-25,2026-01-01,2026-01-03,correios,13.2,4
660,PED-53332,2025-01-13,2025-01-18,2025-01-21,correios,8.36,1
661,PED-97690,2024-06-28,2024-07-01,2024-07-06,Total Express,27.69,1
662,PED-23276,2025-06-25,2025-07-05,2025-07-02,Jadlog,93.05,4
663,PED-70853,2024-11-21,2024-11-27,2024-11-27,Correios,21.17,2
664,PED-57214,2025-02-26,2025-02-28,2025-02-28,Jadlog,64.23,1
665,PED-11267,2025-10-20,2025-10-23,2025-10-19,correios,95.56,2
666,PED-67372,2024-05-15,2024-05-22,2024-05-23,Jadlog,123.96,1
667,PED-33969,2025-05-14,2025-05-21,2025-05-22,Correios,60.9,4
668,PED-72684,2025-02-21,2025-02-27,2025-03-01,Total Express,93.65,2
669,PED-17686,2025-05-07,2025-05-10,2025-05-08,correios,21.69,4
670,PED-67430,2024-06-16,2024-06-27,2024-07-03,correios,88.69,3
671,PED-99714,2025-03-10,2025-03-21,2025-03-17,correios,71.77,4
672,PED-67761,2025-01-26,2025-01-29,2025-01-31,Correios,16.36,3
673,PED-78788,2025-09-12,2025-09-14,2025-09-20,correios,137.08,3
674,PED-91033,2025-05-23,2025-06-02,2025-06-06,Correios,65.14,2
675,PED-96993,2025-01-31,2025-02-09,2025-02-10,Total Express,27.62,1
676,PED-30568,2025-02-06,2025-02-08,2025-02-14,Total Express,120.45,2
677,PED-52026,2025-12-11,2025-12-14,2025-12-17,correios,51.68,3
678,PED-39190,2024-08-18,2024-08-20,2024-08-24,Total Express,61.23,2
679,PED-68220,2024-11-03,2024-11-06,2024-11-09,Total Express,19.62,4
680,PED-25559,2024-05-11,2024-05-20,2024-05-21,Total Express,106.37,1
681,PED-64046,2025-06-17,2025-06-20,2025-06-22,Correios,81.54,1
682,PED-91142,2025-07-18,2025-07-21,2025-07-26,Jadlog,125.49,2
683,PED-69796,2025-08-15,2025-08-27,2025-09-02,Jadlog,55.96,1
684,PED-53512,2025-10-29,2025-11-03,2025-11-06,Total Express,102.6,3
685,PED-22771,2025-01-20,2025-01-29,2025-01-26,correios,8.29,3
686,PED-81786,2025-01-15,2025-01-27,2025-01-27,Jadlog,100.68,1
687,PED-28408,2024-08-01,2024-08-05,2024-08-08,Total Express,22.12,2
688,PED-61497,2024-02-11,2024-02-16,2024-02-13,correios,68.33,2
689,PED-64325,2025-07-09,2025-07-16,2025-07-13,Correios,130.31,1
690,PED-96305,2024-02-23,2024-03-03,2024-03-06,correios,135.23,1
691,PED-82512,2024-08-23,2024-09-02,2024-08-29,Total Express,118.72,4
692,PED-85832,2024-03-08,2024-03-18,2024-03-16,correios,104.43,2
693,PED-96182,2025-08-13,2025-08-16,2025-08-18,Jadlog,74.54,4
